,isindb-Title,isindb-ISIN,isindb-Country,isindb-Description,isindb-Type
0,ALIBABA PICTURES GROUP LIMITED,BMG0171W1055,Bermuda,,ORD SH
0,,AU000000AQI2,AUSTRALIA,SHS ALICANTO MINERALS LTD ORD REG,EQUITY
0,,US0162301040,,COM,
0,,INE062D01024,,,
0,"ALIGN TECHNOLOGY DL-,0001",US0162551016,United States,"Equity, ISIN US0162551016, WKN 590375, AFW",Equity
0,ALJ REGIONAL HOLDINGS INC,US0016271084,UNITED STATES OF AMERICA,SHS ALJ REGIONAL HOLDINGS INC.,EQUITY
0,,IE00B56GVS15,,ORD USD0.01,
0,All for One Midmarket AG,DE0005110001,Germany,"Equity, ISIN DE0005110001, WKN 511000, ACV",Equity
0,,INE428A01015,,Banks,
0,Allegheny Technologies Inc.,US01741R1023,United States,"Equity, ISIN US01741R1023, WKN 931083, ATD",Equity
0,ALTAI RESOURCES INCORPORATION,CA02136K1084,CANADA,SHS ALTAI RESOURCES IN ORD REG,EQUITY
0,,FR0000076655,,,
0,,US01748X1028,,COM,
0,,IE00BFRT3W74,IRELAND,SHS ALLEGION PLC W/I ORD REG,EQUITY
0,,GB00B1VS7G47,Great Britain - GB,ORD GBP0.20,
0,Aegon N.V.,NL0000303709,Netherlands,"Equity, ISIN NL0000303709, WKN A0JL2Y, AEND",Equity
0,,US0185223007,,COM NEW,
0,ALPS EL.CO.LTD,JP3126400005,Japan,"Equity, ISIN JP3126400005, WKN 856461, ALE",Equity
0,,AU000000AQZ6,AUSTRALIA,SHS ALLIANCE AVIATION SERVICES L ORD REG,EQUITY
0,adidas AG,DE000A1EWWW0,Germany,"Equity, ISIN DE000A1EWWW0, WKN A1EWWW, ADS",Equity
0,,CA00547E1097,CA,ADALTIS INC*N COMMON,
0,ALLIANCE FIBER OP.PR. NEW,US0186803062,United States,"Equity, ISIN US0186803062, WKN A1C4F9, ALAA",Equity
0,,PLACSA000014,PL,ACG,
0,ALLIANCE HOLDINGS GP L.P.,US01861G1004,UNITED STATES OF AMERICA,SHS ALLIANCE HOLDINGS GP LP,EQUITY
0,,US01864U1060,,COM,
0,ALLIANCE RES PARTS UTS,US01877R1086,United States,"Equity, ISIN US01877R1086, WKN 925301, AR6",Equity
0,,GB00B11V7W98,Greece,ORD GBP0.025,Par Value
0,ALLIANCEBERNSTEIN L.P. (USA),US01881G1067,UNITED STATES OF AMERICA,SHS ALLIANCE BERNSTEIN HOLD.LP,EQUITY
0,"AB SCIENCE S.A. EO-,01",FR0010557264,France,"Equity, ISIN FR0010557264, WKN A1CXBG, A8D",Equity
0,"ALLIANT ENERGY DL-,01",US0188021085,United States,"Equity, ISIN US0188021085, WKN 855870, AY1",Equity
0,,CA00258G1037,CANADA,SHS ABATTIS BIOCEUTICALS CORP ORD REG,EQUITY
0,,PLZATRM00012,,,
0,,ZAE000177218,SOUTH AFRICA,SHS ATTACQ LIMITED ORD REG,EQUITY
0,,AU000000AGE2,AUSTRALIA,SHS ALLIGATOR ENERGY LTD ORD REG,EQUITY
0,ALSO HLDG AG NA SF 1,CH0024590272,Switzerland,"Equity, ISIN CH0024590272, WKN A0JJW1, 9AS",Equity
0,,US01973R1014,,COM,
0,ALLOT COMMUNICATIONS LTD,IL0010996549,ISRAEL,SHS ALLOT COMMUNICATIONS LTD,EQUITY
0,"AIRCASTLE LTD. DL-,01",BMG0129K1045,Bermuda,"Equity, ISIN BMG0129K1045, WKN A0KDV1, G7V",Equity
0,ALLREAL HOLDING AG,CH0008837566,SWITZERLAND,SHS ALLREAL HOLDING (DISP. FORM),EQUITY
0,ALLSCRIPTS HEAL.SOL.DL-01,US01988P1084,United States,"Equity, ISIN US01988P1084, WKN 607917, AL21",Equity
0,,INE835G01018,,,
0,Allstate Corp.,US0200021014,United States,"Equity, ISIN US0200021014, WKN 886429, ALS",Equity
0,ARISTOCRAT LEISURE,AU000000ALL7,Australia,"Equity, ISIN AU000000ALL7, WKN 901652, AC8",Equity
0,ALLY FINANCIAL INC (FORMERLY KNOWN AS GMAC INC./GM,US02005N1000,UNITED STATES OF AMERICA,SHS ALLY FINANCIAL INC ORD REG,EQUITY
0,,FI0009013114,,,
0,Delticom AG,DE0005146807,Germany,"Equity, ISIN DE0005146807, WKN 514680, DEX",Equity
0,,US2460601071,US,COM,
0,"ALMIRALL S.A. EO -,12",ES0157097017,Spain,"Equity, ISIN ES0157097017, WKN A0MU8Y, E2Z",Equity
0,,GB00BLRLH124,GB,ORD GBP0.01,
0,,INE326B01027,,,
0,"ALBANY INTL A DL-,001",US0123481089,United States,"Equity, ISIN US0123481089, WKN 874315, AII",Equity
0,"ALNYLAM PHARMACE.DL-,0001",US02043Q1076,United States,"Equity, ISIN US02043Q1076, WKN A0CBCK, DUL",Equity
0,,IL0011176885,IL,SHARE,
0,"ALON USA ENERGY DL-,01",US0205201025,United States,"Equity, ISIN US0205201025, WKN A0F46Z, A2U",Equity
0,,IL0003900136,IL,SHARE,
0,,INE385I01010,,,
0,ALPEN CO LTD,JP3126470008,JAPAN,SHS ALPEN CO LTD,EQUITY
0,"ALPHA NATURAL RES DL-,01",US02076X1028,United States,"Equity, ISIN US02076X1028, WKN A0D8FJ, LFA",Equity
0,ALPHA PRO TECH LTD.,US0207721095,United States,"Equity, ISIN US0207721095, WKN 907487, APL",Equity
0,,PLAPATR00018,,,
0,ALPHA TECHNOLOGIES GROUP INC,US0207811003,UNITED STATES OF AMERICA,SHS ALPHA TECHNOLOGIES GROUP INC.,EQUITY
0,"ALFA LAVAL AB SK 2,5",SE0000695876,Sweden,"Equity, ISIN SE0000695876, WKN 577335, AA9",Equity
0,Alphaform AG,DE0005487953,Germany,"Equity, ISIN DE0005487953, WKN 548795, ATF",Equity
0,ALPINE EL. INC.,JP3126200009,Japan,"Equity, ISIN JP3126200009, WKN 878864, AE2",Equity
0,PROSPER CONSTRUCTION HOLDINGS LIMITED,KYG7279E1017,Cayman Islands,,
0,ALPINE SELECT AG,CH0019199550,SWITZERLAND,SHS ALPINE SELECT,EQUITY
0,ALPS EL.CO.LTD,JP3126400005,Japan,"Equity, ISIN JP3126400005, WKN 856461, ALE",Equity
0,ALSTOM S.A.,FR0010220475,France,"Equity, ISIN FR0010220475, WKN A0F7BK, AOMD",Equity
0,,DE000A0LD2U1,,,
0,,IT0003261069,,ASTALDI/AOR - ORDINARY SHARES,
0,,PTALT0AE0002,,,
0,,US0213733035,,COM PAR $0.001,
0,,FR0000033219,,ORDINARY SHARE SVN(FRF 100),
0,,JP3126350002,UNKNOWN,SHS ALTECH CORP.,EQUITY
0,"ALTERNET SY.NEW DL-,00001",US02146M2017,United States,"Equity, ISIN US02146M2017, WKN A0NBWD, EJM1",Equity
0,ALTERRA HEALTHCARE CORP,US02146C1045,UNITED STATES OF AMERICA,SHS ALTERRA HEALTHCARE CORP.,EQUITY
0,,US0214541031,UNITED STATES OF AMERICA,SHS ALTEX INDUSTRIES INC.,EQUITY
0,,CA0156441077,CANADA,SHS ALGOMA CENTRAL CORP.,EQUITY
0,ALTIA CONSULTORES S.A.,ES0113312005,SPAIN,SHS ALTIA CONSULTORES ORD BR,EQUITY
0,"ALTIGEN COMMUNIC. DL-,001",US0214891097,United States,"Equity, ISIN US0214891097, WKN 925995, AG7",Equity
0,ALTISOURCE ASSET MANAGEMENT CORP,VI02153X1080,VIRGIN ISLANDS (U.S.),SHS ALTISOURCE ASSET ORD REG,EQUITY
0,ALTIUS MINERALS CORP,CA0209361009,Canada,"Equity, ISIN CA0209361009, WKN 172912, VTM",Equity
0,ALTONA MINING LTD,AU000000AOH9,Australia,"Equity, ISIN AU000000AOH9, WKN A1C15Y, A2O",Equity
0,ALTPLUS INC,JP3201800004,JAPAN,SHS ALTPLUS INC ORD REG,EQUITY
0,ALTRA HOLDINGS INC,US02208R1068,UNITED STATES OF AMERICA,SHS ALTRA HOLDINGS INC ORD REG,EQUITY
0,Altria Group Inc.,US02209S1033,United States,"Equity, ISIN US02209S1033, WKN 200417, PHM7",Equity
0,ALTUS HOLDINGS LIMITED,KYG0R70H1014,Cayman Islands,,
0,ALTIUM LTD,AU000000ALU8,AUSTRALIA,SHS ALTIUM LTD,EQUITY
0,ALUMASC GROUP,GB0000280353,Greece,Par Value,
0,ALCATEL-LUCENT SP.ADR EO2,US0139043055,United States,"Equity, ISIN US0139043055, WKN 884199, CGEA",Equity
0,ALUMINIUM BAHRAIN BSC,US0222082010,BAHRAIN,GDR ALUMINIUM BAHRAIN REGS REG (1GDR/5SHS),EQUITY
0,ALUMINUM CORP.OF CHINA H,CNE1000001T8,China,"Equity, ISIN CNE1000001T8, WKN A0M4WU, AOC",Equity
0,ALVARION,IL0010844582,Icelandrael,"Equity, ISIN IL0010844582, WKN 936608, BZC",Equity
0,,GB00BJ05QC14,GB,ORD GBP0.002,
0,"ACTELION LTD SF 0,50",CH0010532478,Switzerland,"Equity, ISIN CH0010532478, WKN 936767, ACT",Equity
0,,PLACTIN00018,,,
0,,JP3122800000,JP,COM STK,
0,Amadeus Fire AG,DE0005093108,Germany,"Equity, ISIN DE0005093108, WKN 509310, AAD",Equity
0,,US02263T1043,US,ADS,
0,AMAG AUSTRIA METALL AG,AT00000AMAG3,AUSTRIA,SHS AMAG AUSTRIA METAL ORD BR,EQUITY
0,"AMAG PHARMACEUT. DL-,01",US00163U1060,United States,"Equity, ISIN US00163U1060, WKN A0MXU2, AMU",Equity
0,,JP3124200001,JP,COM STK,
0,,AU000000ANL3,AU,ORDINARY FULLY PAID,
0,,US0326541051,,,
0,,JP3124400007,JP,COM STK,
0,,CA0230002010,CA,AMANTA RESOURCES LTD COMMON NEW,
0,,SG1F08854688,SG,ORDINARY SHARE,
0,,INE885A01032,,Auto Ancillaries,
0,AMARC RES LTD,CA0229121094,Canada,"Equity, ISIN CA0229121094, WKN 907038, AQ5",Equity
0,,INE787G01011,IN,AMAR REMEDIES LIMITED EQ,
0,AMARIN CORP.ADR NEW LS-50,US0231112063,United States,"Equity, ISIN US0231112063, WKN A0NBNG, EH3A",Equity
0,KEIYO,JP3277400002,,,
0,AMATHEON AGRI HOLDING N.V.,NL0010273694,FEDERAL REPUBLIC OF GERMANY,SHS AMATHEON AGRI HOLD ORD BR,EQUITY
0,"AMAZON.COM INC. Registered Shares DL -,01",US0231351067,United States,"Equity, ISIN US0231351067, WKN 906866, AMZ",Equity
0,,US0231395049,US,DEB 5.95%,
0,,KYG037AX1015,KY,SHS,
0,,US0231641061,US,COM,
0,,US0229092046,US,COM NEW,
0,,US02319V1035,US,SPONSORED ADR,
0,,INE540G01014,,,
0,AMBROMOBILIARE SPA,IT0004779515,ITALY,SHS AMBROMOBILIARE SPA ORD BR,EQUITY
0,AMBRILIA BIOPHARMA INC,CA02336N2095,CANADA,SHS AMBRILIA BIOPHARMA INC COMMON NEW,EQUITY
0,,PLAMBRA00013,,,
0,AMC FINANCIAL HOLDINGS INC,US0016421077,UNITED STATES OF AMERICA,SHS AMC FINANCIAL INC.,EQUITY
0,,US00164V1035,,CL A,
0,AMCOL INTL CORP DL 1,US02341W1036,United States,"Equity, ISIN US02341W1036, WKN 890234, AIU",Equity
0,,US02341Q2057,,COM NEW,
0,"AMDOCS LTD. LS-,01",GB0022569080,United Kingdom,"Equity, ISIN GB0022569080, WKN 915119, AOS",Equity
0,"AMEDISYS INC. DL-,001",US0234361089,United States,"Equity, ISIN US0234361089, WKN 915582, ADY",Equity
0,AMEN PROPERTIES INC.,US0234773002,UNITED STATES OF AMERICA,SHS AMEN PROPERTIES ORD REG,EQUITY
0,REFLECTKOTE INC (FORMERLY KNOWN AS HIGH VELOCITY A,US0269094084,UNITED STATES OF AMERICA,SHS AMER INTL.PETROLEUM CORP.,EQUITY
0,,US0235861004,,COM,
0,"AMEREN CORP. DL-,01",US0236081024,United States,"Equity, ISIN US0236081024, WKN 911535, AE4",Equity
0,AURA ENERGY LTD,AU000000AEE7,AUSTRALIA,SHS AURA ENERGY LTD,EQUITY
0,MERAVEST CAPITAL AG,DE000A1PG979,FEDERAL REPUBLIC OF GERMANY,SHS MERAVEST CAPITAL A ORD BR,EQUITY
0,AMARESCO INC.CL.A DL-0001,US02361E1082,United States,"Equity, ISIN US02361E1082, WKN A1C2FD, 4AM",Equity
0,"AMEREX GROUP INC. DL-,01",US02360Y1055,United States,"Equity, ISIN US02360Y1055, WKN A0ML0H, 4IX",Equity
0,,US02364W2044,US,SPONSORED ADR REPSTG SER A SHS,
0,,US02365V2051,US,COM NEW,
0,Anglo American plc,GB00B1XZS820,United Kingdom,"Equity, ISIN GB00B1XZS820, WKN A0MUKL, NGLB",Equity
0,,US02376R1023,US,COM,
0,,LT0000128555,LT,REGISTERED SHARES,
0,,US0240131047,,COM,
0,,PLTRNSU00013,,,
0,,US02407R1059,US,CDT-COM,
0,,US0243431055,US,COM,
0,,US0245914066,US,COM NEW,
0,,US0246001087,,COM,
0,,US02475L1052,US,COM,
0,,US0248351001,United States,Real Estate Investment Trusts (Reits),
0,ASSOC CEMENT DS,INE012A01025,,,
0,"AMERICAN CAPIT.LTD DL-,01",US02503Y1038,United States,"Equity, ISIN US02503Y1038, WKN A0Q5Z3, AEK",Equity
0,,US02513P1003,US,COM,
0,,US0251991008,US,COM,
0,,US02520T1034,US,COM,
0,,US0253001046,US,COM,
0,AMERICAN DEFENSE S.DL-001,US0253511077,United States,"Equity, ISIN US0253511077, WKN A0Q3WL, CQ8",Equity
0,,US02541R3003,US,COM NO PAR,
0,AMER. EAGLE OUTFITTERS,US02553E1064,United States,"Equity, ISIN US02553E1064, WKN 897113, AFG",Equity
0,ATMOS EN. CORP.,US0495601058,United States,"Equity, ISIN US0495601058, WKN 868746, AEO",Equity
0,American Electric Power Co. Inc.,US0255371017,United States,"Equity, ISIN US0255371017, WKN 850222, AEP",Equity
0,ANGLO-EASTERN PLANTATIONS,GB0000365774,Greece,Par Value,
0,,US02563A1025,US,COM,
0,,US0256362007,US,COM NEW,
0,,US02565P1075,US,COM,
0,,US02566W1018,US,COM,
0,American Express Co.,US0258161092,United States,"Equity, ISIN US0258161092, WKN 850226, AEC1",Equity
0,"ALEXION PHARMAC. DL-,0001",US0153511094,United States,"Equity, ISIN US0153511094, WKN 899527, AXP",Equity
0,,AU000000AXP3,AU,UNITS FULLY PAID,
0,AMERICAN GOLD CAPITAL CORPORATION,US0260401056,CANADA,SHS AMERICAN GOLD CAP ORD REG,EQUITY
0,AMERICAN FIRST FINANCIAL INC,US02616R1023,UNITED STATES OF AMERICA,SHS AMERICAN FIRST FIN ORD REG,EQUITY
0,AMERICAN GREEN GROUP INC,US02639T2006,UNITED STATES OF AMERICA,SHS AMERICAN GREEN ORD REG,EQUITY
0,,AU000000AMH3,AUSTRALIA,SHS AMCIL LIMITED ORD REG,EQUITY
0,,US02665T3068,UNITED STATES OF AMERICA,SHS AMERICAN HOMES 4 RENT ORD REG,EQUITY
0,"AMER.INTL GRP NEW DL 2,50",US0268747849,United States,"Equity, ISIN US0268747849, WKN A0X88Z, AINN",Equity
0,AMERICAN INTERNATIONAL INDUSTRIES INC.,US02686Y3009,UNITED STATES OF AMERICA,SHS AMERICAN INTERNATI ORD REG,EQUITY
0,"AMERICAN LEISURE HOLDINGS, INC",US02715M1036,UNITED STATES OF AMERICA,SHS AMERICAN LEISURE HOLD. INC.,EQUITY
0,AMERICAN LITHIUM MINERALS INC.,US0272631021,UNITED STATES OF AMERICA,SHS AMERICAN LITHIUM ORD REG,EQUITY
0,AMERICAN MANGANESE INC (FORMERLY KNOWN AS ROC,CA02735A1057,CANADA,SHS AMERICAN MANGANESE ORD REG,EQUITY
0,,US02752P1003,,COM UNITS REPSTG LTD PARTNERINT,
0,AMERICAN POWER CORP,US02906T1079,UNITED STATES OF AMERICA,SHS AMERICAN POWER ORD REG,EQUITY
0,AMERICAN POWER GROUP INC,US02906V1026,UNITED STATES OF AMERICA,SHS AMERICAN POW ORD REG,EQUITY
0,"AMERICAN PUBLIC ED.DL-,01",US02913V1035,United States,"Equity, ISIN US02913V1035, WKN A0M613, 51A",Equity
0,"AMERICAN RAILCAR DL-,01",US02916P1030,United States,"Equity, ISIN US02916P1030, WKN A0H1G2, A5E",Equity
0,,US0289121032,UNITED STATES OF AMERICA,SHS AMERICAN RESOURCES DEV CO ORD REG,EQUITY
0,,US0293261055,,COM,
0,,US0296451083,UNITED STATES OF AMERICA,SHS AMERICAN SILVER MINING CO.,EQUITY
0,AMERICAN SKIING COMPANY,US0296543087,UNITED STATES OF AMERICA,SHS AMERICAN SKIING CO ORD REG,EQUITY
0,"AMER. SOFTWARE A DL-,10",US0296831094,United States,"Equity, ISIN US0296831094, WKN 868053, ADWA",Equity
0,,US02970Q2030,,COM NEW,
0,,US0298991011,,COM,
0,"AWARE INC. DL-,01",US05453N1000,United States,"Equity, ISIN US05453N1000, WKN 902788, AWR",Equity
0,AMER SHIPPING COMPANY ASA,NO0010272065,NORWAY,SHS AKER AMERICAN SHIPPING,EQUITY
0,AMERICAN TECHNOLOGIES GROUP,US0301433092,UNITED STATES OF AMERICA,SHS AMERICAN TECHNOLOGIES GROUP,EQUITY
0,,AU000000AMT8,AUSTRALIA,SHS ADVANCED SURG.DESIGN MANUF. ORD REG,EQUITY
0,,US03027X1000,,COM,
0,"TD AMERITRADE HLDG DL-,01",US87236Y1082,United States,"Equity, ISIN US87236Y1082, WKN A0H1BG, AMT",Equity
0,,US0304201033,,COM,
0,,US0305061097,,COM,
0,AMERICANA DISTRIBUTION INC,US0305561047,UNITED STATES OF AMERICA,SHS AMERICANA DISTRIBUTION INC.,EQUITY
0,ACANTHE DEVELOPPEM. O.N.,FR0000064602,France,"Equity, ISIN FR0000064602, WKN 592453, ADX",Equity
0,AMERICAS WIND ENERGY CORPORATION,US03062Y1047,UNITED STATES OF AMERICA,SHS AMERICAS WIND ENERGY CORP,EQUITY
0,AMERICOLD REALTY TRUST,US03064D1081,UNITED STATES OF AMERICA,SHS AMERICOLD REALTY ORD REG,EQUITY
0,,US0309751065,,UNIT LTD PARTNERSHIP INT,
0,AMERIGO RESOURCES CORP,CA03074G1090,CANADA,SHS AMERIGO RESOURCES LTD.,EQUITY
0,AMPER SA NOM. EO 1,ES0109260531,Spain,"Equity, ISIN ES0109260531, WKN 870369, APR",Equity
0,AMP LTD.,AU000000AMP6,Australia,"Equity, ISIN AU000000AMP6, WKN 914928, AMP",Equity
0,,US03076C1062,,COM,
0,,US03076K1088,,COM,
0,,US03071H1005,,COM,
0,,US03074A1025,,COM,
0,,US03073E1055,,COM,
0,ADELAIDE BR.,AU000000ABC7,Australia,"Equity, ISIN AU000000ABC7, WKN 866475, GHO",Equity
0,,GB00B6774699,Greece,ORD GBP0.002,Par Value
0,ASIA BIO-CHEM GRP CO.,CA04517Y1034,Canada,"Equity, ISIN CA04517Y1034, WKN A0YAVZ, 9A8",Equity
0,,US03073V1070,,COM,
0,,US0310011004,,CDT-COM,
0,,US0311001004,,COM,
0,,AU000000AXZ2,AUSTRALIA,"SHS AMEX RESOURCES LTD, AU ORD REG",EQUITY
0,,US0311621009,,,
0,AMICO GAMES CORP,US0315182024,UNITED STATES OF AMERICA,SHS AMICO GAMES CORP ORD REG,EQUITY
0,AMICUS THERAPEUTICS INC,US03152W1099,UNITED STATES OF AMERICA,SHS AMICUS THERAPEUT. ORD REG,EQUITY
0,"AMINEX PLC EO 0,60",IE0003073255,Ireland,"Equity, ISIN IE0003073255, WKN 872577, DOP",Equity
0,"AMKOR TECHN. DL-,001",US0316521006,United States,"Equity, ISIN US0316521006, WKN 911648, AMK",Equity
0,,US0193301092,,COM,
0,,IL0010972789,ISRAEL,SHS AMOT INVESTMENTS LTD. ORD REG,EQUITY
0,,AU000000AGF9,AUSTRALIA,SHS CAPITAL CHINA GROWTH FUND ORD REG,EQUITY
0,"AMPHENOL NEW A DL-,001",US0320951017,United States,"Equity, ISIN US0320951017, WKN 882749, XPH",Equity
0,,GB0031030819,Greece,ORD GBP0.01,Par Value
0,,US03209T1097,,COM,
0,"AMPLIFON S.P.A. EO-,02",IT0004056880,Italy,"Equity, ISIN IT0004056880, WKN A0JMJX, AXNA",Equity
0,,AU000000AAR7,,Confidential Issue,
0,,US0017658669,,PUBLIC INCOME NT PINES,
0,,US0321591051,,COM,
0,AMSTERDAM COMMODITIES NV,NL0000313286,NETHERLANDS,SHS AMSTERDAM RUBBER,EQUITY
0,"AMTECH SYS INC. DL-,01",US0323325045,United States,"Equity, ISIN US0323325045, WKN 914333, AS3",Equity
0,AMCOR LTD,AU000000AMC4,Australia,"Equity, ISIN AU000000AMC4, WKN 854559, AXZA",Equity
0,ALBEMARLE CORP.,US0126531013,United States,"Equity, ISIN US0126531013, WKN 890167, AMC",Equity
0,AMUR MINERALS CORP.,VGG042401007,British Virgin Islands,"Equity, ISIN VGG042401007, WKN A0JJTJ, A7L",Equity
0,,PLAMICA00010,,,
0,ALL NIPPON AIRWAYS,JP3429800000,Japan,"Equity, ISIN JP3429800000, WKN 861920, ANCA",Equity
0,ANACOMP INC,US03237E3062,UNITED STATES OF AMERICA,SHS ANACOMP INC ORD REG (COM),EQUITY
0,Apple Inc.,US0378331005,US,"Equity, ISIN US0378331005, WKN 865985, APC",Equity
0,"ANADARKO PET.CORP. DL-,10",US0325111070,United States,"Equity, ISIN US0325111070, WKN 871766, AAZ",Equity
0,,US0325232017,US,SPONSORED ADR REG S,
0,,AU000000ANQ2,AU,ORDINARY FULLY PAID,
0,,US0326541051,,,
0,,IL0010806136,IL,SHARE,
0,,US03269A1079,US,COM,
0,,AU000000ALT0,AU,ORDINARY FULLY PAID,
0,ALTURAS MINERALS CORP,CA0221431012,CANADA,SHS ALTURAS MIN. CORP ORD REG,EQUITY
0,ALTITUDE GROUP PLC,GB00B0LSFV82,Greece,Par Value,
0,,INE242C01024,,,
0,,US0018131047,US,COM,
0,,US0333551085,US,COM,
0,,US67086W1053,,COM,
0,,US0341641035,,COM,
0,,INE434A01013,,Banks,
0,,US0342631035,US,CDT-COM,
0,,CA0343111005,CA,ANDOVER MINING CORP COMMON,
0,,US0343931087,US,COM,
0,ANDRITZ AG,AT0000730007,AUSTRIA,SHS ANDRITZ,EQUITY
0,ANDREWS SYKES GROUP,GB0002684552,Greece,Par Value,
0,,FR0000074148,,,
0,,US0345221024,US,ADR,
0,ANESIVA INC,US03460L1008,UNITED STATES OF AMERICA,SHS ANESIVA INC COM,EQUITY
0,ANEST IWATA,JP3122450004,,,
0,ANSC,CNE000000SQ4,China,ANGANG NEW STEEL CO LTD,
0,N.A.,CNE0000014G0,China,"ANGEL YEAST CO.,LTD",
0,,JP3127700007,,COM STK,
0,,US03475V1017,,COM,
0,"ANGLESEY MNG PLC LS-,01",GB0000320472,United Kingdom,"Equity, ISIN GB0000320472, WKN 876817, 4A0",Equity
0,,AU000000AYM8,AUSTRALIA,SHS ALTIUS MINING LTD ORD REG,EQUITY
0,ANGLO ASIAN MINING PLC,GB00B0C18177,Greece,Par Value,
0,"ANADARKO PET.CORP. DL-,10",US0325111070,United States,"Equity, ISIN US0325111070, WKN 871766, AAZ",Equity
0,ANGLOGOLD ASHANTI CUFS,AU000000AGG7,Australia,"Equity, ISIN AU000000AGG7, WKN 932018, AODC",Equity
0,,US4642872265,UNITED STATES OF AMERICA,SHS ISHARES CORE TOTAL U.S. BOND MARKET ETF,EQUITY
0,AUSTRALIA NEW AGRIBUSINESS AND CHEMICAL GROUP LTD,AU000000ANB4,AUSTRALIA,SHS AU NEW AGRIBUSINES ORD REG,EQUITY
0,N.A.,CNE000000X61,China,"ANHUI GOLDEN SEED WINERY CO.,LTD",
0,GUJING DISTILLERY,CNE000000MD5,China,ANHUI GUJING DISTILLERY CO LTD,
0,N.A.,CNE000000MM6,China,"ANHUI HELI CO., LTD",
0,N.A.,CNE000001GV7,China,"ANHUI LIUGUO CHEMICAL CO.,LTD",
0,N.A.,CNE000000XW2,China,"ANHUI QUANCHAI ENGINE CO.,LTD.",
0,"ANHUI TIANDA OIL H YC 0,5",CNE1000001K7,China,"Equity, ISIN CNE1000001K7, WKN A0M4WL, TJO",Equity
0,N.A.,CNE0000015Q6,China,"ANHUI CHAODONG CEMENT CO.,LTD.",
0,ANI PHARMACEUTICALS INC (FORMERLY BIOSANTE PH,US00182C1036,UNITED STATES OF AMERICA,SHS ANI PHARMACEUTICAL ORD REG,EQUITY
0,ANICOM HOLDINGS INC,JP3122440005,JAPAN,SHS ANICOM HOLDINGS REG,EQUITY
0,,INE087B01017,,,
0,,US0352551081,,COM,
0,ANIMALCARE GROUP PLC,GB0032350695,Greece,Par Value,
0,Air Berlin PLC,GB00B128C026,United Kingdom,"Equity, ISIN GB00B128C026, WKN AB1000, AB1",Equity
0,ARCHER EXPLORATION LTD,AU000000AXE7,Australia,"Equity, ISIN AU000000AXE7, WKN A0MWX3, 38A",Equity
0,ANIXTER INTL. DL 1,US0352901054,United States,"Equity, ISIN US0352901054, WKN 868255, AX1",Equity
0,"ANNALY CAP.MGMT DL -,01",US0357104092,United States,"Equity, ISIN US0357104092, WKN 909823, AAY",Equity
0,OCULUS,SG1J70891671,,,
0,ANOVA METALS LIMITED (FORMERLY KIMBERLEY RARE EA,AU000000AWV3,AUSTRALIA,SHS ANOVA METALS LTD ORD REG,EQUITY
0,ANRAKUTEI,JP3128700006,,,
0,ANRITSU CORPORATION,JP3128800004,JAPAN,SHS ANRITSU CORP.,EQUITY
0,ANSELL LTD.,AU000000ANN9,Australia,"Equity, ISIN AU000000ANN9, WKN 552832, PD1A",Equity
0,"NORTHW.OIL+GAS TR.DL-,2",US6677131012,United States,"Equity, ISIN US6677131012, WKN A0MVHK, ANN",Equity
0,"ANSYS INC. DL-,01",US03662Q1058,United States,"Equity, ISIN US03662Q1058, WKN 901492, AKX",Equity
0,"ANTA SPORTS PROD. HD-,10",KYG040111059,Cayman Islands,"Equity, ISIN KYG040111059, WKN A0MVDZ, AS7",Equity
0,ARGONAUT GOLD INC,CA04016A1012,CANADA,SHS ARGONAUT GOLD INC ORD REG,EQUITY
0,ANTERO RESOURCES CORP,US03674X1063,UNITED STATES OF AMERICA,SHS ANTERO RESOURCES ORD REG,EQUITY
0,ALTEN SA,FR0000071946,France,"Equity, ISIN FR0000071946, WKN 918312, AN3",Equity
0,ANTIOQUIA GOLD INC,CA0371801063,CANADA,SHS ANTIOQUIA GOLD INC ORD REG,EQUITY
0,ANTISENSE THERAPEUTICS LIMITED,AU000000ANP4,AUSTRALIA,SHS ANTISENSE THERAPEUTICS LTD,EQUITY
0,"ANTOFAGASTA PLC LS-,05",GB0000456144,United Kingdom,"Equity, ISIN GB0000456144, WKN 867578, FG1",Equity
0,ANTON OILFIELD SERVICES,KYG039991024,Cayman Islands,"Equity, ISIN KYG039991024, WKN A0M1C9, 5AO",Equity
0,N.A.,CNE000000XN1,China,"HEILONGJIANG HEIHUA CO.,LTD",
0,ANTRIM ENERGY INC.,CA0372431027,Canada,"Equity, ISIN CA0372431027, WKN 912957, DXC",Equity
0,"ANWORTH MORTGAGE DL -,01",US0373471012,United States,"Equity, ISIN US0373471012, WKN 675541, AOG",Equity
0,N.A.,CNE0000003P4,China,"ANXIN TRUST & INVESTMENT CO.,LTD",
0,ANYTHING TECHS MEDIA INC.,US0373551045,United States,"Equity, ISIN US0373551045, WKN A1C4RT, EM1A",Equity
0,,JP3105400000,JP,COM STK,
0,"AOL INC. DL-,01",US00184X1054,United States,"Equity, ISIN US00184X1054, WKN A0YECX, 6OL",Equity
0,,PLONLIN00013,PL,AOL,
0,APOLLO MINERALS LTD,AU000000AON7,Australia,"Equity, ISIN AU000000AON7, WKN A0M5PT, 4AP",Equity
